article_date,article_author,article_author_ip,article_content
2022/01/07 22:31:15,zkowntu ,123.192.113.200,桃機魔王病毒染13人清潔保全歌友　恐怖傳播鏈疑源自廁所--記者許力方台北報導--桃園機場群聚案燒進社區，累計13人確診，包括7名清潔工、1名防疫計程車司機、2名歌-友會成員、1名成員妹妹以及2名女保全，指揮中心指揮官陳時中公布，女清潔工案17307-驗出N抗體陽性，發病日最早、最初Ct值最高，研判是最早確診者，疫調發現，她和案-17238鄰進工作區域，時間雖沒有重疊，仍懷疑是透過廁所感染。前進指揮所指揮官-王必勝勘驗後，也推測2大源頭都是廁所。--陳時中7日晚間證實，新增1例女保全為前1例女保全（案17371）匡列對象，採檢確診，傳-染途徑疑似也有在入境大廳與旅客接觸，群聚案累積至13人；至於新增計程車司機，是匡-列二採陽性，Ct值高（病毒量低），目前暫列疑似染疫，等待24小時後複驗確認。  陳時中稍早在記者會中說明，最早的8例抗體檢驗中，案17307女清潔工是唯一N抗體陽性-，且早在去年12/28就有喉嚨痛症狀，今年1/3前往採檢，1/5確診，Ct值為33.8，種種數-據比對，目前研判可能是以她為中心、最早的個案。疫調也發現，案17307與案17238女清-潔工的清潔範圍都是6號行李轉盤旁邊的廁所，可能和入境旅客接觸，不過服務時間沒有-重疊，懷疑可能在洗手間被傳染。--確診的清潔工中，疑似源頭案17307和案17308同交通車搭乘八德線，其它5名清潔工均搭-持成中壢線交通車，後續還需要基因定序進一步釐清。案17307為50多歲家住北部的女性-，在桃機擔任清潔工，打過2劑莫德納疫苗，也是案17230、17238、17239、17266的接觸-者，目前13名感染者Ct值有高有低，陳時中直指似乎不只一波傳染，但整體來看，社-區的2278人採檢皆為陰性，還剩案17240有3人檢驗中，案17309則有14人檢驗中。--原本擔心有多條隱形傳播鏈，桃園市府初步疫調認為，保全、清潔工有重疊足跡，區域都-包含停車場，也都曾幫旅客推過行李，追溯源頭，王必勝前往機場勘驗後認為，機場內6-號轉盤旁的廁所和P3停車場的廁所最可疑，清潔工接駁巴士則是較可能的傳播場所，後續-還需配合基因定序結果釐清。至於社區影響，王必勝則說，8位確診者的第一圈同住密切-接觸者檢驗都是陰性，雖感覺有點奇怪，但欣然接受這個好結果。   名醫沈政男也認為，防疫旅館和機場是防疫前線，如今已被攻破，接下來務必要守住社區-防線和醫院防線，除了因為魔王變種Omicron潛伏期平均只有3天，在更短時間內複製更多-病毒，大量病毒附著在環境或人員口罩與手套上，不小心碰觸再接觸口鼻，便容易感染，-且輕症與無症狀多，容易被當成一般感冒或根本沒發現被感染，也因為其有30多處突變，-現有疫苗容易失效，造成大量突破性感染。--沈政男指出，新冠病毒幾乎不會經由空氣傳染，環境傳染的可能性最高。機場清潔工，除-了可能接觸染疫旅客留在環境接觸面的病毒，也可能在上廁所時因為脫下口罩或近距離互-動而感染。此外，在交通車密閉空間內，如果病毒從口罩漏出，也可能傳染給同事。從染-疫清潔工的Ct值來看，病毒應已複製傳播兩到三輪，如果在清潔工之外，目前沒有其他接-觸者確診，就代表社區防線仍有一定強度；反之，如果未來1、2周出現新增案例，顯然意-味社區防線也被攻破了。  這個傳播鏈還是挺恐怖的，目前歌友會都沒有進一步消息，可能暫時沒新增確診吧--但很多人只是採撿也沒有強制隔離，如果現在還在潛伏期，難保之後不會怎麼樣--只希望天佑台灣，能保住這波疫情了-- 
2022/01/07 21:45:29,zkowntu ,123.192.113.200,快訊桃機再傳女保全、計程車司機確診　陳時中瞭解中--ETTODAY--2022年01月07日 20:25  桃園機場發生群聚事件。（圖記者屠惠剛攝）--記者洪巧藍台北報導--桃機群聚又有變化傳出又有女保全與排班計程車司機確診，中央流行疫情指揮中心指揮-官陳時中今（7）日晚間回應說，要再瞭解一下。--據了解，桃園機場今天晚上又傳出1名女性保全人員確診，由於與前1名確診的女性保全員-並沒有接觸史，正在全面疫調、匡列。機場排班計程車司機1人也傳出採檢陽性結果。--指揮中心前進指揮所指揮官王必勝受訪表示，由指揮中心說明，而陳時中與指揮中心發言-人莊人祥則都回應正在瞭解中，雖無法確定消息正確與否，但桃機現場確實有狀況發-生。--另昨深夜確認新增4例桃機群聚相關案件，分別是1名機場保全，以及染疫清潔工曾去的金-嗓歌友會相關民眾3人驗出陽性，指揮中心正擴大採檢機場保全與歌友會相關接觸者；機-場相關個案目前來到12人，若新增2名為真，整起案件累積個案將達到14人。  怎麼有點像是擠牙膏的感覺，再這樣下去會影響後天的投票率吧--整個情勢越來越險峻，會讓大家出門投票意願降低--這樣不知對中二選舉而言，不知會產生怎樣的影響--持續關注下去-- 
2022/01/09 10:49:07,zkowntu ,123.192.113.200,桃機9000人採檢不可能0確診 鄭文燦示警：要有心理準備--10:162022/01/09 中時--陳夢茹--桃機群聚案持續擴大累計14人確診，桃園市長鄭文燦9日舉行防疫專案會議，他向民眾表-示，因應桃機群聚擴大採檢9000人，不可能0確診，民眾要做好心理準備，另他也點出-桃機群聚與社區傳染是同步發生，家庭、職場、社區有3條傳播鏈一定要想辦法阻斷。--鄭文燦表示，機場為高風險區域，每天要面對不同國家、不同類型的病毒，Omicron病毒-大蔓延，再加上春節入境旅客攀升，若1天以3至4千人計算，1周就有約2萬人入境，加上-確診者在機場、社區停留的足跡都有可能產生環境汙染、空氣傳染，風險實在很高，為此-這3天進行全面擴大採檢9000人。--不可能零確診，大家要做好準備，鄭文燦說，新冠肺炎病毒的特性具有潛伏期，以-過去2年的經驗來看，9000人的一採結果不可能零確診，而家屬、接觸者方面一採結果陰-性居多，家庭傳播鏈通常在二採中浮現，呼籲民眾機場發生1例確診個案就等同於社-區出現1例。--鄭文燦指出，目前這14個確診個案皆以輕症居多，Omicron病毒傳播速度很快，1人可以傳-給5人，絕對不能掉以輕心，若二、三採有產生新的確診個案，一定會再匡列、隔離。--至於金嗓歌友會專案，目前警察局已完成會員名單的電話通知，細胞簡訊8日也發出3500-封，呼籲有到過金嗓歌友會，或者曾到附近的民眾踴躍採檢。忠貞市場專案部分，現已經-完成第1輪攤商採檢，星期天（9日）還有一些零散的攤商都鼓勵採檢。 ?chdtv 這個禮拜將是關鍵，一次篩檢9000人也是挺令人感到壓力的--希望能盡快完成篩檢，然後不要再擴大--給大家都能過個好年，很快就要過年了--台灣加油-- 
2022/01/08 23:22:22,zkowntu ,123.192.113.200,快訊指揮中心證實北市1防疫小黃司機採檢陽性--ETTODAY--2022年01月08日 23:15--記者柯振中、洪巧藍台北報導--指揮中心8日深夜公布，8日檢出1例陽性個案，目前還沒有編號，為60多歲北部男子，是-防疫計程車司機、Ct值30，相關疫調、接觸者匡列及防制工作正在進行當中，詳情9日記-者會將統一說明。--受到本土疫情再起影響，北市防疫計程車司機全面採檢，8日共採檢254人，傳出1名司機-呈現陽性反應，Ct值30，目前正在緊急匡列當中。--對此，指揮中心晚間證實，這起案例是60多歲北部男子，是防疫計程車司機，還沒有編號-，相關疫調、接觸者匡列等工作正在進行，詳情待9日記者會統一說明。  CT值30也有可能剛感染，這幾天桃機案例也有30幾然後降下來的--所以還是大意不得，不過感覺台灣人目前還沒有很緊張的感覺--可能是經歷去年疫情，這點小本土數字可能已經不怕了--希望這波疫情能盡快過去-- 
2022/01/08 22:43:06,zkowntu ,123.192.113.200,快訊北市1防疫計程車司機採檢陽性緊急匡列同事、親戚--記者柯振中綜合報導--2022年01月08日 22:32--受到本土疫情影響，北市防疫計程車司機也全面採檢，8日一共採檢254人。根據TVBS報導-，北市有名防疫計程車司機呈現陽性，市府緊急匡列親戚、同事，至於是否為先前個案，-仍待進一步疫調。  台北市耶，不知道情況怎麼樣--希望不要擴散出去，等詳細報導出來--看來台北也需要小心了，各位覺得最近疫情究竟如何--感覺還是挺緊繃的-- 
2022/01/10 21:19:05,zkowntu ,123.192.113.200,快訊居服員乾妹妹的同事確診中壢又一間國小預防性停課--ETTODAY--2022年01月10日 21:15--記者鄒鎮宇綜合報導--桃園手推車和居服員一家確診，追查後再傳居服員乾妹妹的同事於10日晚間確診。據悉，-該名同事的孩子就讀中壢某國小5年級，校方獲報後，立刻通知11日預防性停課1天。--校方於10日晚間發出公告表示，10日晚間8時30分接獲教育局通知，一名學生的家長確診-，因此奉教育局指示，11日本校全體學生將實施預防性停課1天。--校方表示，環保單位將於11日到校實施校內清潔及消毒作業，並依據桃園市教育局發佈最-新命令及公告辦理防疫工作。  據指出，這名學生的母親被歸為機場手推車員、居服員夫妻衍生的傳播鏈，因為是居服員-乾妹妹的同事也是好友，乾妹妹確診後這名同事在疫調過程也被匡列，今天採檢後確診，-就讀中壢某國小的兒子也被匡列居家隔離，校方接到通報後，晚上緊急宣布明天停課1天-，該校連同學生、附設幼兒園還有老師和計1600多人。 ?from=udnch1_breaknews10news  同事欸，這個有在匡列名單嗎？--還有乾妹妹的同事這個關係會不會多一層？--怎麼確診的，然後還有小朋友--桃園還是不容大意非常緊繃-- 
2022/01/10 17:35:23,zkowntu ,123.192.113.200,朱立倫台南座談砲聲隆 基層建議釋出中常委直選名額--20220110 16:05 聯合報 / 記者鄭惠仁台南即時報導--國民黨主席朱立倫今天在台南市與在地黨籍民代、里長座談，但砲聲隆隆，許多人都提出-建言。市議員謝龍介認為政黨補助金將發下來，建議中央黨部能給艱困的南部縣市黨部更-多資源，多辦活動結合人民力量，發揮組織功能。市議員王家貞建議中央黨部能釋出部分-中常委名額，用直選來選出。--謝龍介說，這屆總統選舉韓國瑜拿較多選票，政黨補助金額有增加，從之前1億7千多萬調-升到2億3千多萬，增加了6千萬元，預計中央政府會在2月撥下。有這筆錢，對於薪水的發-放會暫時鬆口氣，但國民黨面臨財產遭凍結的困境，地方黨部要自籌人事等費用開銷，因-募款而來的錢都用在人事，幾乎沒錢辦活動，也因為如此，活動少就難以結合民眾力量擴-大組織效應。--因為北部募款較容易，而南部募款較難，謝龍介說，台南、高雄、屏東都是國民黨的艱困-選區，特別是台南更是艱困，若能北部挹注南部艱困黨部，加上自籌部分費用，就能多辦-活動，擴大結合面，有效發揮組織力量。他批執政黨拿國家的錢明目張膽補助社團，也造-成寒蟬效應，企業團體對於資助國民黨變得較謹慎，影響募款。--市議員王家貞建議中央黨部能釋出部分中常委名額，以直選方式選出，以增加新血，如此-中常委因直接面對民意，更能了解基層心聲。她也建議，應加速市長、市議員選舉的提名-作業，王家貞說，到目前沒看到提名作業有較積極面，因此檯面上人物在回答是否參選都-較保守，反觀民進黨檯面上人物不管是否會被提名都表示要參選。--國民黨在南部的資源相對不夠，王家貞除建議能挹注更多資源，也希望對於一些公共議題-，中央黨部也能發聲，如台南市原湯德章紀念公園國父銅像移台南公園的問題，黨中央也-應發聲，才能對市府形成更大壓力。  朱立倫到台南也被砲轟，不知今年縣市長選舉會如何布局--國民黨還是需要韓國瑜的力量，各地方縣市首長應該也會想連任--就看今年期中選舉國民黨能不能扳回一成了--朱主席能做到那個時候嗎-- 
2022/01/08 12:52:12,yoyoflag ,182.234.101.54,: 大家好 : 我是桶桶泥國際公關集團有限公司的大陰蒂國執行長:蔡桶泥Toni : 今天來到政黑板與大家宣布 : 我們桶桶泥公關集團正式與綠共塔綠班合作 : 從今以後 : 只會幫綠共塔綠班代發文帶風向 : 為我們的陰女皇效力 : 不再接受藍白黃各路黨派的任務 : 桶桶泥國際公關集團目前在全球有817個據點共有1450位員工 : 是2022年全世界最厲害的網路公關集團 : 執行長蔡桶泥我也熱烈歡迎政黑板的有志之士一起來為陰女皇效力 : 以後政黑板只能存在綠共塔綠班的正面訊息 : 其他一律視為異類撻伐之 我要加入--但我不是因為政治立場加入-而是防疫立場加入--我支持共存與天擇淘汰-痛恨那些像中國西安一樣恐慌怕死 把鼻子當陰莖 嘴巴當陰道 口罩當內褲 的敗類--今天陳時中 說不要亂了腳步 算是開始往共存走--而侯友宜 為了討好那群 台北的貧民窟(新北)的怕死低端人種-連147這種鬼話都講得出來-要不要乾脆移民 去申請當西安市長?--而柯文哲 曾經支持共存 如今居然又反覆無常 令人不齒---哪個政黨走共存路線 我就支持哪個政黨--  我吃飯都內用 我等著最棒的天然疫苗來找我呢
2022/01/08 12:21:38,yoyoflag ,182.234.101.54,阿伯是皇帝-學姊是忠臣-小牛是奸臣--阿伯明辨是非-知道小牛進讒言 陷害忠良-當場處決 決定流放邊疆-並昭告天下--小牛的人生路途 頓時永遠與政治路平行了-因為這種會對自己陣營的人捅刀的人-應該沒人會收--如果去找工作 應該也算身敗名裂了-你是老闆 你會用一個會黑自己同事的人嗎?--阿伯神武英明 務實可愛--484-- 
2022/01/08 10:26:53,yoyoflag ,182.234.101.54,早期蠻多人 是居家自主隔離-那現在還有嗎?-還是改成一律強制住防疫旅館了?--之前新聞報導 說防疫旅館全面禁菸-那有抽菸的人被抓去住-不就很痛苦 可能住到想自殺?---居家自主與防疫旅館-分別是什麼條件 才要實施?--  所以現在不像以前 有居家自主的版本了-都一定要先7天旅館喔? 我是要問合法 有開放抽菸的-偷抽的不算--有陽台就有開放抽菸嗎?
2022/01/08 09:22:01,yoyoflag ,182.234.101.54,不是為了公義而反--而是影響到自己利益 才去反自己原本忠誠的對象--這種人只會被大家厭惡而已-不會因為他立場改變 大家就支持他--只有民進黨喜歡收叛將--但大眾可不是這麼回事喔--我等著看笑話 看他虧損更多-要笑他呢--  沒錯-資源回收物 只是品質不好 但可以精煉 總能變好物--可是叛將 就是人格不好 本性難移 沒有忠誠 只看利益 才兩個而已
2022/01/08 09:56:56,yoyoflag ,182.234.101.54,: 王必勝建議機場現在要全篩 : 陳時中回覆腳步不能亂 要保留量能 : 陳時中這是哪招 看不太懂 : omicron 傳那麼快 又有無症狀 傳得快 無症狀-而且還是~~~~    輕症 外國康復得很多--陳時中終於站到 歷史正確的一方-我期望的共存與放推 或許可以實現了--那我必定全心支持陳時中--人類必須回歸正常生活 將病毒流感化 用自己的面目上街-而不是一輩子戴口罩--是時候讓病毒決定 哪些人應該被清除了--  我沒有防這些東西的措施阿 這些東西可以來找我 我不知道為何你這樣說 反正我沒有主動去打過這些疫苗-可能是義務教育中 帶去強制打的?--但這些東西 也不會叫人戴口罩戴一輩子-可是武漢肺炎會 我現實不會說這ID是我-但我現實中也是主張放推共存--我現實也敢說 那800人是本來就該死 是靠健保苟活至今-而健康的多數人 卻要為了保護一些原本該死的人 而犧牲很多自由、帶一輩子口罩
2022/01/09 11:57:50,yoyoflag ,182.234.101.54,失敗一次 或許還有機會打回來-但失敗二次 等於直接被掃入歷史的垃圾堆--一想到自己家族的政治路-就這樣永遠斷了--清標會不會氣到 直接駕鶴西歸?--今天醫院外的記者 要注意拍有沒有靈車--探討清標一生經歷的稿子 也可以先寫一寫了--  對耶 胡婉玲可以開始寫稿子了-台中的名人 也可以準備去領通告費了 這是醫學上的合理推斷 無關政治跟口德
2022/01/09 12:25:52,yoyoflag ,182.234.101.54,罷免目標有點無聊 根本是代理人戰爭--1.黃國昌 時代力量-2.陳柏維 基進黨-3.黃捷 無黨-4.王浩宇 當選時是綠黨 後來才轉投民進黨-5.林昶佐 無黨---為什麼戰鬥藍 不直接攻打民進黨-要打民進黨側翼?--以為打側翼 人家不會防-結果呢?-民進黨傾全黨之力 去防守阿 防到像總統大選一樣規模-(反而是後來加入的王浩宇 民進黨沒有很積極防守)--那你不如直接攻打民進黨-效率不是比較高嗎?--罷免真的看膩了-- 
2022/01/09 08:55:20,yoyoflag ,182.234.101.54,民調低的時候 才會有這種現象--林淑芬 高嘉瑜 都曾經有這樣搞阿--但現在中央民調起來 就不會這樣了--侯友宜這樣子 也是因為國民黨民調低的關係-如果現在是馬英九剛當選的時候-你看他敢不敢這樣?-- 
2022/01/10 16:32:29,yoyoflag ,182.234.101.54,1.新聞網址  2.新聞來源 聯合 3.完整新聞標題 遭批不敢禁內用 陳時中怒回：這評論非常不負責 4.完整新聞內容 桃機群聚擴大，相關案例累計達30例，台北市聯醫忠孝院區醫師陳昶宇於臉書發文批評，-指揮中心擋不住境外，又不敢禁止室內用餐，只好拿一些小眾項目開刀，根本幫助有限。-指揮中心指揮官陳時中於疫情記者會上措辭嚴厲地回應這樣的評論是非常不負責的，-現在社區的情況還不到禁止內用的等級。--陳時中表示，國內社區尚未到禁止內用的等級，現在的確診案例都是可以被追蹤的，案例-數感覺雖然很多，但跟國際案例數相比仍是非常少，是否要對於社會安定，做出這麼大的-影響措施，他表示還沒有必要，但不排除在疫情愈嚴重時，會提出相對應的措施。--陳時中表示，吃飯是大家必要的行為，唱歌相對於吃飯比較屬於娛樂抒發身心，戴口罩仍-可以唱歌，但吃飯就無法吃，他強調孰輕孰重誰評論，人要自己評論清楚。 5.附註、心得、想法 恐慌仔真的很煩-一些低端無知賤民 怕死就算了-連知識份子都要當恐慌仔?--日本從肺炎出現以來 不管有沒有疫苗-人家都沒禁過內用 人家是有滅國嗎?--美國死了80萬人 國力第一地位 有被別國取代嗎?--歐洲一堆國家不爽戴口罩 當流感當天擇 也沒滅國--台灣去年5月三級 我都覺得禁內用不應該了-(也因為當時民進黨過強的防疫手段 所以我很不爽民進黨)--現在疫苗已經一堆人2劑 歐姆克龍又是可以視為天然疫苗的輕症-越來越多的平民 已經不恐慌了-居然還有醫生 要當恐慌仔唷?--內用本來就不該禁-怕吃飯會得病死-那你要不要怕車禍 都別出門? 都禁交通工具?---恐慌仔最好把自己關家裡 一生都別出門-餓了自己煮 煮完自己抓老鼠、蟑螂、壁虎吃啦-這樣最安全 不會得肺炎--全台灣恐慌仔 都早點死一死啦 有夠煩-自己怕死 還要別人跟你們一樣 放棄一些自由權益 自刪與板主刪除，同樣計入額度   這絕對不行-一來 地方首長 不一定有醫學專業-二來 地方首長 只看到眼前的民調支持 還有下一任能不能上 沒有人毒共存的遠見--恐慌怕死的人 終究比希望共存的人多-地方首長會為了討好多數 而去禁內用--結果就是造成 迎合恐慌仔 而造成想內用的人不便 還有餐飲業的倒閉 安全的定義 不是不得病--輕症、康復、存活 也是安全-共存之道 要這樣想--而且人類只有共存之道能走 沒其他路了 這病毒不會消失了
2022/01/10 14:15:28,yoyoflag ,182.234.101.54,: 有不少人講學姊可以換區選 : 但是學姊死不肯去 : 硬要跟人硬碰硬 : 讓我想起一樣是正妹賴品妤 : 當初沒人想選汐止 被叫去汐止選 : 人家也乖乖臨危受命去選 : 務實的到處跑基層拿下勝利 : 為何學姊就不能去艱困選區 : 好歹也是民眾黨招牌之一 : 比賴品妤名聲響亮 : 不能換區選？ : 一定要跟經營已久的陳家硬碰硬？ 你拿賴品瑜舉例 那-應該是陳思宇要去別的選區吧?--賴品妤有政治家族背景-但還是乖乖去艱困區--那陳思宇有政治家族背景-484也該去艱困區?-- 
2022/01/10 13:37:29,yoyoflag ,182.234.101.54,以前的區域立委-都是要強調在地出生、長期居住、了解在地--但現在的民進黨-居然有能力-把3Q、林靜儀 這種空降的人-推上區域立委的位置--甚至其他地方 也有這種案例-都是民進黨合作的側翼--非在地 卻能拿下區域立委--有沒有八卦--  新聞都稱他是奇兵空降了 誰跟你在地? 
2022/01/10 12:15:35,yoyoflag ,182.234.101.54,: 沒有民調你要陳家吞喔? :  : 這叫做民調? : 這又要陳建銘、陳思宇父女把資源交出來去拱一個花瓶? : 陳建銘2018年吊車尾當選有13166票， : 用你徵選的方式只有大概350票的民眾黨員就要人家13166票吞下來? : 四大公投四殺， : 你CF用個老母去幫土地的主人拉抬也殺， : 肥迪你也沒幹掉， : 你是真當那些地方勢力是傻子喔? : 叫花瓶退才是解方吧? : 提兩個你覺得陳家會幫花瓶拉抬? : 兩個思宇寶貝上的機率吊打花瓶吧， : 人家有13166票當底， : 你花瓶有什麼? : 不要搞到最後思宇寶貝也退黨， 民眾黨本來就是靠白色力量中間選民-不靠地方派系阿--建議阿伯快刀斬亂麻 不要管陳家了--好好借鑑顏家的下場-任何地方派系 在台灣民主發展上-最終只會被消滅--如果給陳思宇選-到時輸了 頂多是他爸爸出來喊一聲 很想罵髒話--然後就沒了-陳家也不會為敗選負責--所以不要太依靠陳家--希望阿伯要有遠見-- 
2022/01/10 11:26:52,yoyoflag ,182.234.101.54,假日投票 還一堆老人去投-結果顏家還是輸--可見顏家真的不行了--3Q被罷免時 就被罵太會作秀、表演方式太誇張、把網紅風格帶進立院--結果他還不知低調-反而跑去跟國防部長吵架--最後被罷免成功--不然照理說 選民其實更討厭顏家-- 
2022/01/08 13:16:08,GenghisKhan ,49.216.102.206,錯--是雙標多標的智障，-才有可能成為柯糞。--一個不會雙標的正常人，-不可能是柯糞。--- 
2022/01/07 15:12:00,GenghisKhan ,111.251.20.13,如果這次疫情沒有擴散的話，-代表口罩比其他任何防疫都還有用。--像某些國家疫苗打到第三第四劑，-或像支那整天確診就搞一些清零封城動員，-還不是疫情擴散，-不如全世界口罩規則最多的台灣。--當初重點擺在口罩上就是對了---  台灣在口罩非常下功夫，人人每日一罩。--反觀自認防疫很好的支那一天口罩生產2億個，-但他們有14億人，口罩還大量出口，-大多數人根本沒有戴口罩的習慣。
2022/01/07 15:34:08,GenghisKhan ,111.251.20.13,還好啦，-要說柯糞水桶誰能比我強？--水桶中完全沒有發言，-水桶可以從90天自動漲到400多天，-厲害了--八卦板畜家裡死人如果我知道在哪，-一定會去放鞭炮慶祝。--- 
2022/01/08 18:30:09,GenghisKhan ,101.12.103.187,顏的形象那麼差，-國民黨一堆人像侯友宜都保持距離了。--柯痞不知幹嘛要牽扯進來，-難道和高金一樣都是後面下了命令嗎？--- 
2022/01/09 00:12:27,GenghisKhan ,111.251.20.13,大家都在討論藍綠的後選人-沒人注意到排在他們前面的一到三號.--1       張炯春  台灣股票黨-2       林金連  無黨籍-3       李昇翰  無黨籍--畢竟現在我看八卦版-都在說 超越 藍 綠 的人已經 96% --明天政黑是不是要全面崩潰?-- 
2022/01/10 14:15:22,GenghisKhan ,101.10.59.232,柯粉轉柯黑的人多到數不出來，-但一定也有柯黑變柯粉的人，-問題來了，-什麼樣的人會從柯黑變柯粉？--- 
2022/01/08 13:18:42,TheoEpstein ,118.169.25.106,也不過一個禮拜前，台北市開第三劑預約，結果只有700人 http://i.imgur.com/dclIqh2.jpg 阿北就說了 台灣人很皮沒疫情不打疫苗疫情來了又一窩蜂 果然，隨著 桃園 疫情爆發，幾乎每天都在新增本土確診。---大家瘋搶疫苗，紛紛出來打第三劑。--塞爆各地預約系統，想打還搶不到疫苗。----連 蘇貞昌都說了重話，必要時1922預約系統重新上線 。 http://i.imgur.com/PPFKN0H.jpg 阿北柯文哲是不是未卜先知？--阿北務實。---ps.-早上有人說我最近太常嘴阿北被盯上，要我寫點阿北好話--這不就來了嗎？--  那個已經沒用了 阿北真懂 相信阿北 阿北可愛阿北務實 阿北先知 12月初就開放全民第三劑了--我不是前三類： http://i.imgur.com/mshMmiN.jpg 關鍵字其實在第一張圖的搜尋欄：呱呱叫
2022/01/08 10:18:27,TheoEpstein ,118.169.25.106,: 接著館長在問民進黨政府今年到現在都在做什麼，都在忙著搞選舉 我也練健身，館長帶起台灣健身風氣這點我要謝謝他。 館長今天痛罵民進黨都在搞選舉 ，我們就來看看剛結束的公投(這張圖比較清楚)： http://i.imgur.com/60muf7k.jpg 四項公投的提案人： 國民黨林為洲 國民黨江啟臣 潘忠政 黃士修 你館長陳之漢沒有用同樣炮火去罵這四個公投提案人， 你的水準就跟JOJO立那個一樣 。--深蹲我沒有你陳之漢重，但冤有頭債有主， 陳之漢你先去公投哪些人提案的 。--  不多啦，每年都有捐，畢竟五月報稅時都會跑出來提醒我可以抵稅。 所以我今天要去深蹲啊 應該會逐步加鹽而不是一次關啦--先從關閉三溫暖蒸汽室全程戴口罩開始，再嚴重才會關。--去年五月是太突然，只好一次收到最緊，現在應該有階段性的空間。 所以公投只有執政黨可以提案嗎？雲台灣人連民主法治都不懂呢。 提案沒問題啊，但你要罵搞選舉卻跳過提案人就是邏輯死掉了。 然後罵搞選舉卻跳過提案人不罵，好個雙標啊。 提案沒問題啊，但你要罵搞選舉卻跳過提案人就是邏輯死掉了。 連內容都空洞，小凱你到底找哪家公關公司來洗PTT啊？ 這邏輯已經是恐龍滅絕的滑坡等級了 你的滑坡連富士急樂園的雲霄飛車都追不上呢 小凱處理一下 感覺小牛離開後有換一批，所以前兩天出大包，現在急著要洗kpi吧 你的每一句推文都很空洞呢。--不然來辦公投看看同不同意。 你才抹人網軍 同一句話噓兩次還不空洞？--只剩複製貼上能力了嗎？--小凱處理一下好嗎？ 提款機那麼好用，傻子才去罷免。 小凱是網軍嗎？這話你講的，被告自己負責。--我不會幫你刪推文的。 看身體素質。--就跟職業球員一樣，素質好的無腦也可以進NBA。 柯粉名言：你要是真柯粉，就不會捐款給民眾黨。---我其實很好奇防爆的這些人捐多少。 然後都不捐款。 可是他們都不捐款給阿北。--阿北還得去跟 思宇 討80萬。 你捐多少？ 你捐多少？ 黨費一年500--今年一月繳，記得1/31前要給阿北 ？？在野黨做的事不能被講？？--這邏輯是陳之漢教你的嗎？--對了你捐多少？ 捐多少不敢講，假装没看到，笑死 又一個不敢回答自己捐多少的 月曆記得開箱。 我覺得是鍵盤捐，他開箱月曆的話我發10000p再給他10000p 又是一樣的字彙，防爆部隊可不可以有點料啊。 阿北已經上節目喊沒錢了，柯粉還是不開箱月曆 http://i.imgur.com/IXnG3zp.jpg 防爆部隊的特點就是這樣，算是範本了，詞彙都差不多。--然後被問到捐多少就跳針或是脫離戰場。--阿北好可憐。 小牛離開有一定的影響吧 我昨天查了悠遊付，沒有好用的優惠喔。--我這個人很現實，說一是一，悠遊付有好的優惠我一定誇讚。--沒有的話我也不能發違心之論啊。--小凱加油好嗎？ 這些柯粉整天在推爆防爆，然後一個悠遊付回饋通知的擷圖都貼不出來。--小凱真的會跟阿北一起哭死。 你捐多少？--這是我的悠遊付回饋金，拿了兩百多，你呢？ http://i.imgur.com/CCcXV6U.jpg 他都一直複製貼上了，你覺得有可能捐款給阿北嗎？ 整天罵人綠網軍塔綠班，結果不止捐款，連 悠遊付 都盡是這些綠的在用。--笑死。 早晚會來的，反正他一天挑四篇噓，絕對不違反板規。 wronghole這個id 每天固定在我文章底下噓文，而且都是空白噓--通常是一次上站噓滿(四篇)然後隔天再來。--挺好玩的一個id。 這打臉猝不及防 你們是約好是不是？三個一起回來。 那張格式好像是之前的？--這樣有月曆可以開箱嗎？ 那畫面看起來好像不是這次有月曆的，跟他確認一下。--是這次的話我要加進捐款整理清單的。 因為這幾天大家捐款的格式跟他不太一樣，想確認一下有沒有月曆。 整理捐款民眾黨的id清單要被抓去關了嗎？ 呃不是，滿1000就有月曆啊。 http://i.imgur.com/z31sZ8j.jpg 好歹有黃瀞瑩陳思宇照片(應該也有寶寶？)，不拿白不拿。--當成幫忙阿北清庫存也好，這種不可能受注生產啦。 如果有收到月曆的話 記得上來開個箱。--有開箱的話，10000p幣發板友，10000p幣轉給你(你要再發板友怎樣都ok) 沒關係沒關係，民眾黨最近炎上，還掛我電話。--可能還沒空寄月曆，再等一下看會不會收到就好。 公投跟搞選舉沒關係 ....？--你真的住台灣嗎？ 每天都要提醒柯粉捐款。--終於有第三位了，好高興。
